date,suburb,property_type,bedrooms,bathrooms,average_rent
2022-04-01,Mandurah,Townhouse,3,1,494
2022-04-01,Mandurah,Townhouse,3,2,543
2022-04-01,Mandurah,Townhouse,3,3,593
2022-04-01,Mandurah,Townhouse,4,1,568
2022-04-01,Mandurah,Townhouse,4,2,625
2022-04-01,Mandurah,Townhouse,4,3,682
2022-04-01,Mandurah,Townhouse,5,1,642
2022-04-01,Mandurah,Townhouse,5,2,706
2022-04-01,Mandurah,Townhouse,5,3,771
2022-04-01,Mandurah,Apartment,1,1,309
2022-04-01,Mandurah,Apartment,2,1,389
2022-04-01,Mandurah,Apartment,2,2,428
2022-04-01,Mandurah,Apartment,3,1,442
2022-04-01,Mandurah,Apartment,3,2,486
2022-04-01,Mandurah,Apartment,3,3,530
2022-07-01,Mandurah,House,1,1,357
2022-07-01,Mandurah,House,2,1,449
2022-07-01,Mandurah,House,2,2,494
2022-07-01,Mandurah,House,3,1,510
2022-07-01,Mandurah,House,3,2,561
2022-07-01,Mandurah,House,3,3,612
2022-07-01,Mandurah,House,4,1,586
2022-07-01,Mandurah,House,4,2,645
2022-07-01,Mandurah,House,4,3,704
2022-07-01,Mandurah,House,5,1,663
2022-07-01,Mandurah,House,5,2,729
2022-07-01,Mandurah,House,5,3,796
2022-07-01,Mandurah,Townhouse,1,1,339
2022-07-01,Mandurah,Townhouse,2,1,426
2022-07-01,Mandurah,Townhouse,2,2,469
2022-07-01,Mandurah,Townhouse,3,1,484
2022-07-01,Mandurah,Townhouse,3,2,533
2022-07-01,Mandurah,Townhouse,3,3,581
2022-07-01,Mandurah,Townhouse,4,1,557
2022-07-01,Mandurah,Townhouse,4,2,613
2022-07-01,Mandurah,Townhouse,4,3,669
2022-07-01,Mandurah,Townhouse,5,1,630
2022-07-01,Mandurah,Townhouse,5,2,693
2022-07-01,Mandurah,Townhouse,5,3,756
2022-07-01,Mandurah,Apartment,1,1,303
2022-07-01,Mandurah,Apartment,2,1,381
2022-07-01,Mandurah,Apartment,2,2,420
2022-07-01,Mandurah,Apartment,3,1,434
2022-07-01,Mandurah,Apartment,3,2,477
2022-07-01,Mandurah,Apartment,3,3,520
2022-10-01,Mandurah,House,1,1,357
2022-10-01,Mandurah,House,2,1,449
2022-10-01,Mandurah,House,2,2,494
2022-10-01,Mandurah,House,3,1,510
2022-10-01,Mandurah,House,3,2,561
2022-10-01,Mandurah,House,3,3,612
2022-10-01,Mandurah,House,4,1,586
2022-10-01,Mandurah,House,4,2,645
2022-10-01,Mandurah,House,4,3,704
2022-10-01,Mandurah,House,5,1,663
2022-10-01,Mandurah,House,5,2,729
2022-10-01,Mandurah,House,5,3,796
2022-10-01,Mandurah,Townhouse,1,1,339
2022-10-01,Mandurah,Townhouse,2,1,426
2022-10-01,Mandurah,Townhouse,2,2,469
2022-10-01,Mandurah,Townhouse,3,1,484
2022-10-01,Mandurah,Townhouse,3,2,533
2022-10-01,Mandurah,Townhouse,3,3,581
2022-10-01,Mandurah,Townhouse,4,1,557
2022-10-01,Mandurah,Townhouse,4,2,613
2022-10-01,Mandurah,Townhouse,4,3,669
2022-10-01,Mandurah,Townhouse,5,1,630
2022-10-01,Mandurah,Townhouse,5,2,693
2022-10-01,Mandurah,Townhouse,5,3,756
2022-10-01,Mandurah,Apartment,1,1,303
2022-10-01,Mandurah,Apartment,2,1,381
2022-10-01,Mandurah,Apartment,2,2,420
2022-10-01,Mandurah,Apartment,3,1,434
2022-10-01,Mandurah,Apartment,3,2,477
2022-10-01,Mandurah,Apartment,3,3,520
2023-01-01,Mandurah,House,1,1,371
2023-01-01,Mandurah,House,2,1,466
2023-01-01,Mandurah,House,2,2,513
2023-01-01,Mandurah,House,3,1,530
2023-01-01,Mandurah,House,3,2,583
2023-01-01,Mandurah,House,3,3,636
2023-01-01,Mandurah,House,4,1,610
2023-01-01,Mandurah,House,4,2,670
2023-01-01,Mandurah,House,4,3,731
2023-01-01,Mandurah,House,5,1,689
2023-01-01,Mandurah,House,5,2,758
2023-01-01,Mandurah,House,5,3,827
2023-01-01,Mandurah,Townhouse,1,1,352
2023-01-01,Mandurah,Townhouse,2,1,443
2023-01-01,Mandurah,Townhouse,2,2,487
2023-01-01,Mandurah,Townhouse,3,1,504
2023-01-01,Mandurah,Townhouse,3,2,554
2023-01-01,Mandurah,Townhouse,3,3,604
2023-01-01,Mandurah,Townhouse,4,1,579
2023-01-01,Mandurah,Townhouse,4,2,637
2023-01-01,Mandurah,Townhouse,4,3,695
2023-01-01,Mandurah,Townhouse,5,1,655
2023-01-01,Mandurah,Townhouse,5,2,720
2023-01-01,Mandurah,Townhouse,5,3,785
2023-01-01,Mandurah,Apartment,1,1,315
2023-01-01,Mandurah,Apartment,2,1,396
2023-01-01,Mandurah,Apartment,2,2,436
2023-01-01,Mandurah,Apartment,3,1,450
2023-01-01,Mandurah,Apartment,3,2,496
2023-01-01,Mandurah,Apartment,3,3,541
2023-04-01,Mandurah,House,1,1,378
2023-04-01,Mandurah,House,2,1,475
2023-04-01,Mandurah,House,2,2,523
2023-04-01,Mandurah,House,3,1,540
2023-04-01,Mandurah,House,3,2,594
2023-04-01,Mandurah,House,3,3,648
2023-04-01,Mandurah,House,4,1,621
2023-04-01,Mandurah,House,4,2,683
2023-04-01,Mandurah,House,4,3,745
2023-04-01,Mandurah,House,5,1,702
2023-04-01,Mandurah,House,5,2,772
2023-04-01,Mandurah,House,5,3,842
2023-04-01,Mandurah,Townhouse,1,1,359
2023-04-01,Mandurah,Townhouse,2,1,451
2023-04-01,Mandurah,Townhouse,2,2,497
2023-04-01,Mandurah,Townhouse,3,1,513
2023-04-01,Mandurah,Townhouse,3,2,564
2023-04-01,Mandurah,Townhouse,3,3,616
2023-04-01,Mandurah,Townhouse,4,1,590
2023-04-01,Mandurah,Townhouse,4,2,649
2023-04-01,Mandurah,Townhouse,4,3,708
2023-04-01,Mandurah,Townhouse,5,1,667
2023-04-01,Mandurah,Townhouse,5,2,734
2023-04-01,Mandurah,Townhouse,5,3,800
2023-04-01,Mandurah,Apartment,1,1,321
2023-04-01,Mandurah,Apartment,2,1,404
2023-04-01,Mandurah,Apartment,2,2,444
2023-04-01,Mandurah,Apartment,3,1,459
2023-04-01,Mandurah,Apartment,3,2,505
2023-04-01,Mandurah,Apartment,3,3,551
2023-07-01,Mandurah,House,1,1,392
2023-07-01,Mandurah,House,2,1,493
2023-07-01,Mandurah,House,2,2,542
2023-07-01,Mandurah,House,3,1,560
2023-07-01,Mandurah,House,3,2,616
2023-07-01,Mandurah,House,3,3,672
2023-07-01,Mandurah,House,4,1,644
2023-07-01,Mandurah,House,4,2,708
2023-07-01,Mandurah,House,4,3,773
2023-07-01,Mandurah,House,5,1,728
2023-07-01,Mandurah,House,5,2,801
2023-07-01,Mandurah,House,5,3,874
2023-07-01,Mandurah,Townhouse,1,1,372
2023-07-01,Mandurah,Townhouse,2,1,468
2023-07-01,Mandurah,Townhouse,2,2,515
2023-07-01,Mandurah,Townhouse,3,1,532
2023-07-01,Mandurah,Townhouse,3,2,585
2023-07-01,Mandurah,Townhouse,3,3,638
2023-07-01,Mandurah,Townhouse,4,1,612
2023-07-01,Mandurah,Townhouse,4,2,673
2023-07-01,Mandurah,Townhouse,4,3,734
2023-07-01,Mandurah,Townhouse,5,1,692
2023-07-01,Mandurah,Townhouse,5,2,761
2023-07-01,Mandurah,Townhouse,5,3,830
2023-07-01,Mandurah,Apartment,1,1,333
2023-07-01,Mandurah,Apartment,2,1,419
2023-07-01,Mandurah,Apartment,2,2,461
2023-07-01,Mandurah,Apartment,3,1,476
2023-07-01,Mandurah,Apartment,3,2,524
2023-07-01,Mandurah,Apartment,3,3,571
2023-10-01,Mandurah,House,1,1,392
2023-10-01,Mandurah,House,2,1,493
2023-10-01,Mandurah,House,2,2,542
2023-10-01,Mandurah,House,3,1,560
2023-10-01,Mandurah,House,3,2,616
2023-10-01,Mandurah,House,3,3,672
2023-10-01,Mandurah,House,4,1,644
2023-10-01,Mandurah,House,4,2,708
2023-10-01,Mandurah,House,4,3,773
2023-10-01,Mandurah,House,5,1,728
2023-10-01,Mandurah,House,5,2,801
2023-10-01,Mandurah,House,5,3,874
2023-10-01,Mandurah,Townhouse,1,1,372
2023-10-01,Mandurah,Townhouse,2,1,468
2023-10-01,Mandurah,Townhouse,2,2,515
2023-10-01,Mandurah,Townhouse,3,1,532
2023-10-01,Mandurah,Townhouse,3,2,585
2023-10-01,Mandurah,Townhouse,3,3,638
2023-10-01,Mandurah,Townhouse,4,1,612
2023-10-01,Mandurah,Townhouse,4,2,673
2023-10-01,Mandurah,Townhouse,4,3,734
2023-10-01,Mandurah,Townhouse,5,1,692
2023-10-01,Mandurah,Townhouse,5,2,761
2023-10-01,Mandurah,Townhouse,5,3,830
2023-10-01,Mandurah,Apartment,1,1,333
2023-10-01,Mandurah,Apartment,2,1,419
2023-10-01,Mandurah,Apartment,2,2,461
2023-10-01,Mandurah,Apartment,3,1,476
2023-10-01,Mandurah,Apartment,3,2,524
2023-10-01,Mandurah,Apartment,3,3,571
2024-01-01,Mandurah,House,1,1,399
2024-01-01,Mandurah,House,2,1,502
2024-01-01,Mandurah,House,2,2,552
2024-01-01,Mandurah,House,3,1,570
2024-01-01,Mandurah,House,3,2,627
2024-01-01,Mandurah,House,3,3,684
2024-01-01,Mandurah,House,4,1,656
2024-01-01,Mandurah,House,4,2,721
2024-01-01,Mandurah,House,4,3,787
2024-01-01,Mandurah,House,5,1,741
2024-01-01,Mandurah,House,5,2,815
2024-01-01,Mandurah,House,5,3,889
2024-01-01,Mandurah,Townhouse,1,1,379
2024-01-01,Mandurah,Townhouse,2,1,477
2024-01-01,Mandurah,Townhouse,2,2,524
2024-01-01,Mandurah,Townhouse,3,1,542
2024-01-01,Mandurah,Townhouse,3,2,596
2024-01-01,Mandurah,Townhouse,3,3,650
2024-01-01,Mandurah,Townhouse,4,1,623
2024-01-01,Mandurah,Townhouse,4,2,685
2024-01-01,Mandurah,Townhouse,4,3,747
2024-01-01,Mandurah,Townhouse,5,1,704
2024-01-01,Mandurah,Townhouse,5,2,774
2024-01-01,Mandurah,Townhouse,5,3,845
2024-01-01,Mandurah,Apartment,1,1,339
2024-01-01,Mandurah,Apartment,2,1,426
2024-01-01,Mandurah,Apartment,2,2,469
2024-01-01,Mandurah,Apartment,3,1,484
2024-01-01,Mandurah,Apartment,3,2,533
2024-01-01,Mandurah,Apartment,3,3,581
2024-04-01,Mandurah,House,1,1,413
2024-04-01,Mandurah,House,2,1,519
2024-04-01,Mandurah,House,2,2,571
2024-04-01,Mandurah,House,3,1,590
2024-04-01,Mandurah,House,3,2,649
2024-04-01,Mandurah,House,3,3,708
2024-04-01,Mandurah,House,4,1,678
2024-04-01,Mandurah,House,4,2,746
2024-04-01,Mandurah,House,4,3,814
2024-04-01,Mandurah,House,5,1,767
2024-04-01,Mandurah,House,5,2,844
2024-04-01,Mandurah,House,5,3,920
2024-04-01,Mandurah,Townhouse,1,1,392
2024-04-01,Mandurah,Townhouse,2,1,493
2024-04-01,Mandurah,Townhouse,2,2,543
2024-04-01,Mandurah,Townhouse,3,1,560
2024-04-01,Mandurah,Townhouse,3,2,617
2024-04-01,Mandurah,Townhouse,3,3,673
2024-04-01,Mandurah,Townhouse,4,1,645
2024-04-01,Mandurah,Townhouse,4,2,709
2024-04-01,Mandurah,Townhouse,4,3,773
2024-04-01,Mandurah,Townhouse,5,1,729
2024-04-01,Mandurah,Townhouse,5,2,802
2024-04-01,Mandurah,Townhouse,5,3,874
2024-04-01,Mandurah,Apartment,1,1,351
2024-04-01,Mandurah,Apartment,2,1,441
2024-04-01,Mandurah,Apartment,2,2,485
2024-04-01,Mandurah,Apartment,3,1,502
2024-04-01,Mandurah,Apartment,3,2,552
2024-04-01,Mandurah,Apartment,3,3,602
2024-07-01,Mandurah,House,1,1,406
2024-07-01,Mandurah,House,2,1,510
2024-07-01,Mandurah,House,2,2,561
2024-07-01,Mandurah,House,3,1,580
2024-07-01,Mandurah,House,3,2,638
2024-07-01,Mandurah,House,3,3,696
2024-07-01,Mandurah,House,4,1,667
2024-07-01,Mandurah,House,4,2,734
2024-07-01,Mandurah,House,4,3,800
2024-07-01,Mandurah,House,5,1,754
2024-07-01,Mandurah,House,5,2,829
2024-07-01,Mandurah,House,5,3,905
2024-07-01,Mandurah,Townhouse,1,1,386
2024-07-01,Mandurah,Townhouse,2,1,485
2024-07-01,Mandurah,Townhouse,2,2,533
2024-07-01,Mandurah,Townhouse,3,1,551
2024-07-01,Mandurah,Townhouse,3,2,606
2024-07-01,Mandurah,Townhouse,3,3,661
2024-07-01,Mandurah,Townhouse,4,1,634
2024-07-01,Mandurah,Townhouse,4,2,697
2024-07-01,Mandurah,Townhouse,4,3,760
2024-07-01,Mandurah,Townhouse,5,1,716
2024-07-01,Mandurah,Townhouse,5,2,788
2024-07-01,Mandurah,Townhouse,5,3,860
2024-07-01,Mandurah,Apartment,1,1,345
2024-07-01,Mandurah,Apartment,2,1,434
2024-07-01,Mandurah,Apartment,2,2,477
2024-07-01,Mandurah,Apartment,3,1,493
2024-07-01,Mandurah,Apartment,3,2,542
2024-07-01,Mandurah,Apartment,3,3,592
2024-10-01,Mandurah,House,1,1,406
2024-10-01,Mandurah,House,2,1,510
2024-10-01,Mandurah,House,2,2,561
2024-10-01,Mandurah,House,3,1,580
2024-10-01,Mandurah,House,3,2,638
2024-10-01,Mandurah,House,3,3,696
2024-10-01,Mandurah,House,4,1,667
2024-10-01,Mandurah,House,4,2,734
2024-10-01,Mandurah,House,4,3,800
2024-10-01,Mandurah,House,5,1,754
2024-10-01,Mandurah,House,5,2,829
2024-10-01,Mandurah,House,5,3,905
2024-10-01,Mandurah,Townhouse,1,1,386
2024-10-01,Mandurah,Townhouse,2,1,485
2024-10-01,Mandurah,Townhouse,2,2,533
2024-10-01,Mandurah,Townhouse,3,1,551
2024-10-01,Mandurah,Townhouse,3,2,606
2024-10-01,Mandurah,Townhouse,3,3,661
2024-10-01,Mandurah,Townhouse,4,1,634
2024-10-01,Mandurah,Townhouse,4,2,697
2024-10-01,Mandurah,Townhouse,4,3,760
2024-10-01,Mandurah,Townhouse,5,1,716
2024-10-01,Mandurah,Townhouse,5,2,788
2024-10-01,Mandurah,Townhouse,5,3,860
2024-10-01,Mandurah,Apartment,1,1,345
2024-10-01,Mandurah,Apartment,2,1,434
2024-10-01,Mandurah,Apartment,2,2,477
2024-10-01,Mandurah,Apartment,3,1,493
2024-10-01,Mandurah,Apartment,3,2,542
2024-10-01,Mandurah,Apartment,3,3,592
2025-01-01,Mandurah,House,1,1,434
2025-01-01,Mandurah,House,2,1,546
2025-01-01,Mandurah,House,2,2,600
2025-01-01,Mandurah,House,3,1,620
2025-01-01,Mandurah,House,3,2,682
2025-01-01,Mandurah,House,3,3,744
2025-01-01,Mandurah,House,4,1,713
2025-01-01,Mandurah,House,4,2,784
2025-01-01,Mandurah,House,4,3,856
2025-01-01,Mandurah,House,5,1,806
2025-01-01,Mandurah,House,5,2,887
2025-01-01,Mandurah,House,5,3,967
2025-01-01,Mandurah,Townhouse,1,1,412
2025-01-01,Mandurah,Townhouse,2,1,518
2025-01-01,Mandurah,Townhouse,2,2,570
2025-01-01,Mandurah,Townhouse,3,1,589
2025-01-01,Mandurah,Townhouse,3,2,648
2025-01-01,Mandurah,Townhouse,3,3,707
2025-01-01,Mandurah,Townhouse,4,1,677
2025-01-01,Mandurah,Townhouse,4,2,745
2025-01-01,Mandurah,Townhouse,4,3,813
2025-01-01,Mandurah,Townhouse,5,1,766
2025-01-01,Mandurah,Townhouse,5,2,842
2025-01-01,Mandurah,Townhouse,5,3,919
2025-01-01,Mandurah,Apartment,1,1,369
2025-01-01,Mandurah,Apartment,2,1,464
2025-01-01,Mandurah,Apartment,2,2,510
2025-01-01,Mandurah,Apartment,3,1,527
2025-01-01,Mandurah,Apartment,3,2,580
2025-01-01,Mandurah,Apartment,3,3,632
2025-04-01,Mandurah,House,1,1,441
2025-04-01,Mandurah,House,2,1,554
2025-04-01,Mandurah,House,2,2,610
2025-04-01,Mandurah,House,3,1,630
2025-04-01,Mandurah,House,3,2,693
2025-04-01,Mandurah,House,3,3,756
2025-04-01,Mandurah,House,4,1,724
2025-04-01,Mandurah,House,4,2,797
2025-04-01,Mandurah,House,4,3,869
2025-04-01,Mandurah,House,5,1,819
2025-04-01,Mandurah,House,5,2,901
2025-04-01,Mandurah,House,5,3,983
2025-04-01,Mandurah,Townhouse,1,1,419
2025-04-01,Mandurah,Townhouse,2,1,527
2025-04-01,Mandurah,Townhouse,2,2,579
2025-04-01,Mandurah,Townhouse,3,1,598
2025-04-01,Mandurah,Townhouse,3,2,658
2025-04-01,Mandurah,Townhouse,3,3,718
2025-04-01,Mandurah,Townhouse,4,1,688
2025-04-01,Mandurah,Townhouse,4,2,757
2025-04-01,Mandurah,Townhouse,4,3,826
2025-04-01,Mandurah,Townhouse,5,1,778
2025-04-01,Mandurah,Townhouse,5,2,856
2025-04-01,Mandurah,Townhouse,5,3,934
2025-04-01,Mandurah,Apartment,1,1,375
2025-04-01,Mandurah,Apartment,2,1,471
2025-04-01,Mandurah,Apartment,2,2,518
2025-04-01,Mandurah,Apartment,3,1,536
2025-04-01,Mandurah,Apartment,3,2,589
2025-04-01,Mandurah,Apartment,3,3,643
2025-07-01,Mandurah,House,1,1,448
2025-07-01,Mandurah,House,2,1,563
2025-07-01,Mandurah,House,2,2,620
2025-07-01,Mandurah,House,3,1,640
2025-07-01,Mandurah,House,3,2,704
2025-07-01,Mandurah,House,3,3,768
2025-07-01,Mandurah,House,4,1,736
2025-07-01,Mandurah,House,4,2,810
2025-07-01,Mandurah,House,4,3,883
2025-07-01,Mandurah,House,5,1,832
2025-07-01,Mandurah,House,5,2,915
2025-07-01,Mandurah,House,5,3,998
2025-07-01,Mandurah,Townhouse,1,1,426
2025-07-01,Mandurah,Townhouse,2,1,535
2025-07-01,Mandurah,Townhouse,2,2,589
2025-07-01,Mandurah,Townhouse,3,1,608
2025-07-01,Mandurah,Townhouse,3,2,669
2025-07-01,Mandurah,Townhouse,3,3,730
2025-07-01,Mandurah,Townhouse,4,1,699
2025-07-01,Mandurah,Townhouse,4,2,769
2025-07-01,Mandurah,Townhouse,4,3,839
2025-07-01,Mandurah,Townhouse,5,1,790
2025-07-01,Mandurah,Townhouse,5,2,869
2025-07-01,Mandurah,Townhouse,5,3,948
2025-07-01,Mandurah,Apartment,1,1,381
2025-07-01,Mandurah,Apartment,2,1,479
2025-07-01,Mandurah,Apartment,2,2,527
2025-07-01,Mandurah,Apartment,3,1,544
2025-07-01,Mandurah,Apartment,3,2,598
2025-07-01,Mandurah,Apartment,3,3,653
2022-01-01,Rockingham,House,1,1,364
2022-01-01,Rockingham,House,2,1,458
2022-01-01,Rockingham,House,2,2,503
2022-01-01,Rockingham,House,3,1,520
2022-01-01,Rockingham,House,3,2,572
2022-01-01,Rockingham,House,3,3,624
2022-01-01,Rockingham,House,4,1,598
2022-01-01,Rockingham,House,4,2,658
2022-01-01,Rockingham,House,4,3,718
2022-01-01,Rockingham,House,5,1,676
2022-01-01,Rockingham,House,5,2,744
2022-01-01,Rockingham,House,5,3,811
2022-01-01,Rockingham,Townhouse,1,1,346
2022-01-01,Rockingham,Townhouse,2,1,435
2022-01-01,Rockingham,Townhouse,2,2,478
2022-01-01,Rockingham,Townhouse,3,1,494
2022-01-01,Rockingham,Townhouse,3,2,543
2022-01-01,Rockingham,Townhouse,3,3,593
2022-01-01,Rockingham,Townhouse,4,1,568
2022-01-01,Rockingham,Townhouse,4,2,625
2022-01-01,Rockingham,Townhouse,4,3,682
2022-01-01,Rockingham,Townhouse,5,1,642
2022-01-01,Rockingham,Townhouse,5,2,706
2022-01-01,Rockingham,Townhouse,5,3,771
2022-01-01,Rockingham,Apartment,1,1,309
2022-01-01,Rockingham,Apartment,2,1,389
2022-01-01,Rockingham,Apartment,2,2,428
2022-01-01,Rockingham,Apartment,3,1,442
2022-01-01,Rockingham,Apartment,3,2,486
2022-01-01,Rockingham,Apartment,3,3,530
2022-04-01,Rockingham,House,1,1,378
2022-04-01,Rockingham,House,2,1,475
2022-04-01,Rockingham,House,2,2,523
2022-04-01,Rockingham,House,3,1,540
2022-04-01,Rockingham,House,3,2,594
2022-04-01,Rockingham,House,3,3,648
2022-04-01,Rockingham,House,4,1,621
2022-04-01,Rockingham,House,4,2,683
2022-04-01,Rockingham,House,4,3,745
2022-04-01,Rockingham,House,5,1,702
2022-04-01,Rockingham,House,5,2,772
2022-04-01,Rockingham,House,5,3,842
2022-04-01,Rockingham,Townhouse,1,1,359
2022-04-01,Rockingham,Townhouse,2,1,451
2022-04-01,Rockingham,Townhouse,2,2,497
2022-04-01,Rockingham,Townhouse,3,1,513
2022-04-01,Rockingham,Townhouse,3,2,564
2022-04-01,Rockingham,Townhouse,3,3,616
2022-04-01,Rockingham,Townhouse,4,1,590
2022-04-01,Rockingham,Townhouse,4,2,649
2022-04-01,Rockingham,Townhouse,4,3,708
2022-04-01,Rockingham,Townhouse,5,1,667
2022-04-01,Rockingham,Townhouse,5,2,734
2022-04-01,Rockingham,Townhouse,5,3,800
2022-04-01,Rockingham,Apartment,1,1,321
2022-04-01,Rockingham,Apartment,2,1,404
2022-04-01,Rockingham,Apartment,2,2,444
2022-04-01,Rockingham,Apartment,3,1,459
2022-04-01,Rockingham,Apartment,3,2,505
2022-04-01,Rockingham,Apartment,3,3,551
2022-07-01,Rockingham,House,1,1,392
2022-07-01,Rockingham,House,2,1,493
2022-07-01,Rockingham,House,2,2,542
2022-07-01,Rockingham,House,3,1,560
2022-07-01,Rockingham,House,3,2,616
2022-07-01,Rockingham,House,3,3,672
2022-07-01,Rockingham,House,4,1,644
2022-07-01,Rockingham,House,4,2,708
2022-07-01,Rockingham,House,4,3,773
2022-07-01,Rockingham,House,5,1,728
2022-07-01,Rockingham,House,5,2,801
2022-07-01,Rockingham,House,5,3,874
2022-07-01,Rockingham,Townhouse,1,1,372
2022-07-01,Rockingham,Townhouse,2,1,468
2022-07-01,Rockingham,Townhouse,2,2,515
2022-07-01,Rockingham,Townhouse,3,1,532
2022-07-01,Rockingham,Townhouse,3,2,585
2022-07-01,Rockingham,Townhouse,3,3,638
2022-07-01,Rockingham,Townhouse,4,1,612
2022-07-01,Rockingham,Townhouse,4,2,673
2022-07-01,Rockingham,Townhouse,4,3,734
2022-07-01,Rockingham,Townhouse,5,1,692
2022-07-01,Rockingham,Townhouse,5,2,761
2022-07-01,Rockingham,Townhouse,5,3,830
2022-07-01,Rockingham,Apartment,1,1,333
2022-07-01,Rockingham,Apartment,2,1,419
2022-07-01,Rockingham,Apartment,2,2,461
2022-07-01,Rockingham,Apartment,3,1,476
2022-07-01,Rockingham,Apartment,3,2,524
2022-07-01,Rockingham,Apartment,3,3,571
2022-10-01,Rockingham,House,1,1,385
2022-10-01,Rockingham,House,2,1,484
2022-10-01,Rockingham,House,2,2,532
2022-10-01,Rockingham,House,3,1,550
2022-10-01,Rockingham,House,3,2,605
2022-10-01,Rockingham,House,3,3,660
2022-10-01,Rockingham,House,4,1,632
2022-10-01,Rockingham,House,4,2,696
2022-10-01,Rockingham,House,4,3,759
2022-10-01,Rockingham,House,5,1,715
2022-10-01,Rockingham,House,5,2,787
2022-10-01,Rockingham,House,5,3,858
2022-10-01,Rockingham,Townhouse,1,1,366
2022-10-01,Rockingham,Townhouse,2,1,460
2022-10-01,Rockingham,Townhouse,2,2,506
2022-10-01,Rockingham,Townhouse,3,1,522
2022-10-01,Rockingham,Townhouse,3,2,575
2022-10-01,Rockingham,Townhouse,3,3,627
2022-10-01,Rockingham,Townhouse,4,1,601
2022-10-01,Rockingham,Townhouse,4,2,661
2022-10-01,Rockingham,Townhouse,4,3,721
2022-10-01,Rockingham,Townhouse,5,1,679
2022-10-01,Rockingham,Townhouse,5,2,747
2022-10-01,Rockingham,Townhouse,5,3,815
2022-10-01,Rockingham,Apartment,1,1,327
2022-10-01,Rockingham,Apartment,2,1,411
2022-10-01,Rockingham,Apartment,2,2,453
2022-10-01,Rockingham,Apartment,3,1,468
2022-10-01,Rockingham,Apartment,3,2,514
2022-10-01,Rockingham,Apartment,3,3,561
2023-01-01,Rockingham,House,1,1,392
2023-01-01,Rockingham,House,2,1,493
2023-01-01,Rockingham,House,2,2,542
2023-01-01,Rockingham,House,3,1,560
2023-01-01,Rockingham,House,3,2,616
2023-01-01,Rockingham,House,3,3,672
2023-01-01,Rockingham,House,4,1,644
2023-01-01,Rockingham,House,4,2,708
2023-01-01,Rockingham,House,4,3,773
2023-01-01,Rockingham,House,5,1,728
2023-01-01,Rockingham,House,5,2,801
2023-01-01,Rockingham,House,5,3,874
2023-01-01,Rockingham,Townhouse,1,1,372
2023-01-01,Rockingham,Townhouse,2,1,468
2023-01-01,Rockingham,Townhouse,2,2,515
2023-01-01,Rockingham,Townhouse,3,1,532
2023-01-01,Rockingham,Townhouse,3,2,585
2023-01-01,Rockingham,Townhouse,3,3,638
2023-01-01,Rockingham,Townhouse,4,1,612
2023-01-01,Rockingham,Townhouse,4,2,673
2023-01-01,Rockingham,Townhouse,4,3,734
2023-01-01,Rockingham,Townhouse,5,1,692
2023-01-01,Rockingham,Townhouse,5,2,761
2023-01-01,Rockingham,Townhouse,5,3,830
2023-01-01,Rockingham,Apartment,1,1,333
2023-01-01,Rockingham,Apartment,2,1,419
2023-01-01,Rockingham,Apartment,2,2,461
2023-01-01,Rockingham,Apartment,3,1,476
2023-01-01,Rockingham,Apartment,3,2,524
2023-01-01,Rockingham,Apartment,3,3,571
2023-04-01,Rockingham,House,1,1,399
2023-04-01,Rockingham,House,2,1,502
2023-04-01,Rockingham,House,2,2,552
2023-04-01,Rockingham,House,3,1,570
2023-04-01,Rockingham,House,3,2,627
2023-04-01,Rockingham,House,3,3,684
2023-04-01,Rockingham,House,4,1,656
2023-04-01,Rockingham,House,4,2,721
2023-04-01,Rockingham,House,4,3,787
2023-04-01,Rockingham,House,5,1,741
2023-04-01,Rockingham,House,5,2,815
2023-04-01,Rockingham,House,5,3,889
2023-04-01,Rockingham,Townhouse,1,1,379
2023-04-01,Rockingham,Townhouse,2,1,477
2023-04-01,Rockingham,Townhouse,2,2,524
2023-04-01,Rockingham,Townhouse,3,1,542
2023-04-01,Rockingham,Townhouse,3,2,596
2023-04-01,Rockingham,Townhouse,3,3,650
2023-04-01,Rockingham,Townhouse,4,1,623
2023-04-01,Rockingham,Townhouse,4,2,685
2023-04-01,Rockingham,Townhouse,4,3,747
2023-04-01,Rockingham,Townhouse,5,1,704
2023-04-01,Rockingham,Townhouse,5,2,774
2023-04-01,Rockingham,Townhouse,5,3,845
2023-04-01,Rockingham,Apartment,1,1,339
2023-04-01,Rockingham,Apartment,2,1,426
2023-04-01,Rockingham,Apartment,2,2,469
2023-04-01,Rockingham,Apartment,3,1,484
2023-04-01,Rockingham,Apartment,3,2,533
2023-04-01,Rockingham,Apartment,3,3,581
2023-07-01,Rockingham,House,1,1,392
2023-07-01,Rockingham,House,2,1,493
2023-07-01,Rockingham,House,2,2,542
2023-07-01,Rockingham,House,3,1,560
2023-07-01,Rockingham,House,3,2,616
2023-07-01,Rockingham,House,3,3,672
2023-07-01,Rockingham,House,4,1,644
2023-07-01,Rockingham,House,4,2,708
2023-07-01,Rockingham,House,4,3,773
2023-07-01,Rockingham,House,5,1,728
2023-07-01,Rockingham,House,5,2,801
2023-07-01,Rockingham,House,5,3,874
2023-07-01,Rockingham,Townhouse,1,1,372
2023-07-01,Rockingham,Townhouse,2,1,468
2023-07-01,Rockingham,Townhouse,2,2,515
2023-07-01,Rockingham,Townhouse,3,1,532
2023-07-01,Rockingham,Townhouse,3,2,585
